Date,Subject,Year,brightness_median,brightness_stdev,hue_median,hue_stdev,saturation_stdev
1951-09-12,All Cartoons,1951,246,88.7617,0,8.8635,1.2541
1951-09-13,All Cartoons,1951,251,80.8635,0,12.8279,1.0235
1951-09-14,All Cartoons,1951,252,109.5105,0,5.3658,1.2111
1951-09-16,All Cartoons,1951,220,97.45,0,12.4897,0.7268
1951-09-17,All Cartoons,1951,252,76.1747,0,7.2839,1.8072
1951-09-18,All Cartoons,1951,254,79.1431,0,12.4625,1.2078
1951-09-19,All Cartoons,1951,253,83.8553,0,6.998,1.3714
1951-09-20,All Cartoons,1951,254,92.4072,0,12.4492,0.9532
1951-09-21,All Cartoons,1951,253,84.9118,0,8.2466,1.01
1951-09-23,All Cartoons,1951,254,78.5689,0,14.5694,1.346
1951-09-24,All Cartoons,1951,239,85.9766,0,8.3512,1.6666
1951-09-25,All Cartoons,1951,255,70.4848,0,12.1889,1.332
1951-09-26,All Cartoons,1951,252,82.6813,0,7.6339,1.3409
1951-09-27,All Cartoons,1951,254,73.4854,0,13.6855,0.8865
1951-09-28,All Cartoons,1951,252,79.4881,0,5.4811,0.8686
1951-09-30,All Cartoons,1951,254,78.0653,0,12.0562,0.7338
1951-10-01,All Cartoons,1951,255,72.3542,0,6.6,1.433
1951-10-02,Southerners,1951,254,86.3082,0,12.1666,0.6031
1951-10-02,All Cartoons,1951,254,86.3082,0,12.1666,0.6031
1951-10-03,All Cartoons,1951,246,85.0819,0,9.7551,1.4064
1951-10-04,All Cartoons,1951,254,80.2233,0,12.1731,0.5935
1951-10-05,All Cartoons,1951,238,86.0384,0,7.2391,1.5692
1951-10-07,All Cartoons,1951,237,87.7783,0,13.4579,1.4171
1951-10-08,All Cartoons,1951,239,91.999,0,8.3898,1.3588
1951-10-09,All Cartoons,1951,250,77.3668,0,12.4165,0.6619
1951-10-10,All Cartoons,1951,254,75.0536,0,6.7498,1.2064
1951-10-11,All Cartoons,1951,242,92.7808,0,12.1622,0.7966
1951-10-12,All Cartoons,1951,252,79.7763,0,7.2165,0.8802
1951-10-14,All Cartoons,1951,245,82.2958,0,13.68,1.3576
1951-10-15,All Cartoons,1951,252,90.6937,0,7.6903,1.5621
1951-10-16,All Cartoons,1951,238,88.2902,0,12.7452,0.9964
1951-10-17,All Cartoons,1951,252,83.4491,0,11.8327,1.8035
1951-10-18,All Cartoons,1951,243,86.1585,0,13.2639,1.3103
1951-10-19,All Cartoons,1951,248,84.6243,0,7.2921,0.9598
1951-10-21,All Cartoons,1951,175,89.1613,0,12.6944,1.3428
1951-10-22,All Cartoons,1951,252,79.566,0,6.6204,1.3895
1951-12-04,All Cartoons,1951,250,79.2574,0,12.9161,1.3798
1951-12-05,All Cartoons,1951,252,88.1212,0,7.2289,0.9351
1951-12-06,All Cartoons,1951,248,73.6307,0,13.0488,1.0433
1951-12-07,All Cartoons,1951,253,76.1982,0,5.5687,0.7459
1951-12-09,All Cartoons,1951,254,81.1814,0,12.394,0.6825
1951-12-10,All Cartoons,1951,254,86.553,0,6.802,1.5075
1951-12-11,All Cartoons,1951,255,70.7754,0,12.2207,0.7048
1951-12-12,All Cartoons,1951,255,69.0675,0,7.0411,1.7819
1951-12-13,All Cartoons,1951,254,83.5556,0,12.1,0.7165
1951-12-14,All Cartoons,1951,242,89.1348,0,7.6922,1.4849
1951-12-16,All Cartoons,1951,250,90.9401,0,12.977,1.0941
1951-12-17,All Cartoons,1951,245,83.258,0,10.6333,1.461
1951-12-18,All Cartoons,1951,251,80.9929,0,15.2193,1.4014
1951-12-19,All Cartoons,1951,254,70.2113,0,7.6105,0.9508
1951-12-20,All Cartoons,1951,247,90.5593,0,12.9517,0.7108
1951-12-20b,All Cartoons,1951,250,87.8613,0,8.9797,1.7433
1951-12-21,All Cartoons,1951,251,89.4829,0,12.1392,0.5963
1951-12-23,All Cartoons,1951,245,83.5475,0,8.2218,0.9455
1951-12-24,All Cartoons,1951,254,72.1688,0,12.4736,1.1644
1951-12-25,All Cartoons,1951,238,84.2653,0,7.8972,0.8926
1951-12-26,All Cartoons,1951,255,71.0629,0,12.0656,0.6406
1951-12-27,All Cartoons,1951,251,88.5384,0,7.75,1.4115
1951-12-28,All Cartoons,1951,250,82.7388,0,11.7531,1.0485
1951-12-30,All Cartoons,1951,252,88.5491,0,8.4106,1.6677
1951-12-31,All Cartoons,1951,254,75.6919,0,12.3472,1.3131
1952-01-01,All Cartoons,1952,254,77.3022,0,7.1037,1.7041
1952-01-02,All Cartoons,1952,251,79.1075,0,14.7288,1.1907
1952-01-03,All Cartoons,1952,253,83.7924,0,5.5329,0.917
1952-01-04,All Cartoons,1952,254,74.821,0,11.7943,0.589
1952-01-06,All Cartoons,1952,253,85.3218,0,9.8965,1.4607
1952-01-07,All Cartoons,1952,252,80.1907,0,12.7261,0.9827
1952-01-08,All Cartoons,1952,254,74.5685,0,7.8972,1.7919
1952-01-09,All Cartoons,1952,254,75.192,0,12.7243,1.5572
1952-01-10,All Cartoons,1952,233,92.2747,0,7.6213,1.3892
1952-01-11,All Cartoons,1952,254,84.9357,0,12.9876,1.123
1952-01-13,All Cartoons,1952,252,85.8262,0,8.4496,1.03
1952-01-14,All Cartoons,1952,222,89.0249,0,13.3215,1.1997
1952-01-15,All Cartoons,1952,107,107.3735,0,8.9692,1.3683
1952-01-16,All Cartoons,1952,250,95.8387,0,12.6502,1.3485
1952-01-17,All Cartoons,1952,245,93.0372,0,7.4547,1.2907
1952-01-18,All Cartoons,1952,254,83.2712,0,12.8921,1.0334
1952-01-20,All Cartoons,1952,248,84.23,0,8.6692,1.3037
1952-01-21,All Cartoons,1952,246,98.3042,0,12.1931,0.7141
1952-01-22,All Cartoons,1952,254,81.7562,0,8.3474,1.2094
1952-01-23,All Cartoons,1952,238,88.602,0,12.9022,1.3896
1952-01-24,All Cartoons,1952,253,88.4151,0,6.9041,1.3771
1952-01-25,All Cartoons,1952,252,86.7169,0,12.068,0.6478
1952-01-27,All Cartoons,1952,255,74.5593,0,7.5672,1.0128
1952-01-28,All Cartoons,1952,254,83.2496,0,13.0764,0.8168
1952-01-29,All Cartoons,1952,251,97.8758,0,10.555,1.1186
1952-01-30,All Cartoons,1952,252,87.2517,0,12.348,1.3216
1952-01-31,All Cartoons,1952,253,77.1877,0,6.6195,1.6542
1952-02-01,All Cartoons,1952,251,92.3649,0,13.4486,1.2794
1952-02-03,All Cartoons,1952,252,88.497,0,7.6001,0.9979
1952-02-04,All Cartoons,1952,240,92.105,0,12.9579,0.9576
1952-02-05,All Cartoons,1952,255,77.3889,0,7.7384,1.4216
1952-02-06,All Cartoons,1952,249,82.3322,0,13.6819,1.3576
1952-02-07,All Cartoons,1952,253,83.5023,0,8.7131,0.9402
1952-02-08,All Cartoons,1952,251,77.1265,0,12.8247,1.0339
1952-02-10,All Cartoons,1952,242,80.6012,0,10.3005,1.7444
1952-02-11,All Cartoons,1952,253,83.9866,0,12.6321,1.3683
1952-02-12,All Cartoons,1952,254,81.7316,0,7.7492,0.8763
1952-02-13,All Cartoons,1952,244,93.8685,0,12.6278,0.6157
1952-02-14,All Cartoons,1952,254,79.9796,0,7.8572,1.7342
1952-02-15,All Cartoons,1952,254,82.5124,0,14.6929,0.7649
1952-02-17,All Cartoons,1952,248,84.3187,0,6.2484,1.3043
1952-02-18,All Cartoons,1952,254,86.5904,0,13.8424,1.2938
1952-02-19,All Cartoons,1952,248,85.8228,0,6.8787,1.8318
1952-02-20,All Cartoons,1952,252,85.1004,0,12.6035,0.7209
1952-02-21,All Cartoons,1952,252,90.2992,0,8.0789,0.9616
1952-02-22,All Cartoons,1952,243,88.2191,0,12.3509,1.0074
1952-02-24,All Cartoons,1952,247,90.5388,0,8.3252,1.0753
1952-02-25,All Cartoons,1952,220,93.8585,0,13.1177,1.3509
1952-02-26,All Cartoons,1952,252,83.8721,0,7.3055,1.3881
1952-02-27,All Cartoons,1952,247,79.4165,0,11.9235,0.6114
1952-02-28,All Cartoons,1952,251,87.2268,0,8.2106,1.5523
1952-02-29,All Cartoons,1952,253,83.0294,0,12.0881,0.8072
1952-03-01,Southerners,1952,252,86.9216,0,6.7312,1.443
1952-03-01,All Cartoons,1952,252,86.9216,0,6.7312,1.443
1952-03-02,All Cartoons,1952,242,90.1841,0,12.3295,1.1301
1952-03-03,All Cartoons,1952,213,94.8822,0,8.2718,1.035
1952-03-04,All Cartoons,1952,254,77.0657,0,12.5894,0.7226
1952-03-05,All Cartoons,1952,195,98.0018,0,6.9205,0.7914
1952-03-06,Southerners,1952,253,83.4775,0,11.9942,0.5837
1952-03-06,All Cartoons,1952,253,83.4775,0,11.9942,0.5837
1952-03-07,All Cartoons,1952,255,80.167,0,5.3298,1.1776
1952-03-09,All Cartoons,1952,253,80.9156,0,12.5189,0.6667
1952-03-10,All Cartoons,1952,254,76.9699,0,6.8129,1.2573
1952-03-11,All Cartoons,1952,249,85.9085,0,11.2471,1.0919
1952-03-12,All Cartoons,1952,253,84.0539,0,5.1681,0.7568
1952-03-13,All Cartoons,1952,249,85.2447,0,12.9783,0.8175
1952-03-14,All Cartoons,1952,254,83.1946,0,6.7183,1.4883
1952-03-16,All Cartoons,1952,254,78.2431,0,12.9776,0.575
1952-03-17,All Cartoons,1952,245,89.885,0,7.8458,1.0506
1952-03-18,All Cartoons,1952,234,81.9018,0,15.2392,1.415
1952-03-19,All Cartoons,1952,195,95.7236,0,7.6661,0.9859
1952-03-20,All Cartoons,1952,244,91.057,0,11.971,0.7133
1952-03-21,All Cartoons,1952,253,83.9913,0,6.9525,1.1983
1952-03-23,All Cartoons,1952,254,73.2659,0,12.7298,1.0517
1952-03-24,All Cartoons,1952,245,88.2415,0,8.4072,1.643
1952-03-25,All Cartoons,1952,254,76.7084,0,16.0991,1.1832
1952-03-26,All Cartoons,1952,254,73.7777,0,6.3601,1.3907
1952-03-27,All Cartoons,1952,242,85.7626,0,13.1149,1.0743
1952-03-28,All Cartoons,1952,144,98.1638,0,7.0674,1.5345
1952-03-30,All Cartoons,1952,252,85.7718,0,11.7707,1.0651
1952-03-31,All Cartoons,1952,153,102.2235,0,11.2656,1.06
1952-04-01,All Cartoons,1952,254,81.5214,0,12.5615,1.0538
1952-04-02,All Cartoons,1952,254,67.773,0,6.9398,1.5347
1952-04-03,All Cartoons,1952,252,74.6217,0,12.5019,1.0848
1952-04-04,All Cartoons,1952,250,84.1287,0,8.3508,1.0751
1952-04-06,All Cartoons,1952,253,89.8704,0,12.4153,0.7219
1952-04-07,All Cartoons,1952,252,80.6395,0,7.6969,1.4846
1952-04-08,All Cartoons,1952,238,86.3308,0,12.2389,0.7529
1952-04-09,All Cartoons,1952,245,91.434,0,9.0756,1.5803
1952-04-10,All Cartoons,1952,253,94.4013,0,15.3344,1.0634
1952-04-11,All Cartoons,1952,255,83.9961,0,8.2293,1.3518
1952-04-13,All Cartoons,1952,251,88.5863,0,12.9235,1.1755
1952-04-14,Southerners,1952,247,98.3695,0,8.2433,1.4693
1952-04-14,All Cartoons,1952,247,98.3695,0,8.2433,1.4693
1952-04-15,All Cartoons,1952,249,79.9327,0,13.4503,1.1
1952-04-16,All Cartoons,1952,251,87.9316,0,8.8427,1.4317
1952-04-17,All Cartoons,1952,254,76.9991,0,12.4934,1.3812
1952-04-18,All Cartoons,1952,249,84.1619,0,7.9317,1.3143
1952-04-19,All Cartoons,1952,255,75.7773,0,12.5559,1.3645
1952-04-20,All Cartoons,1952,254,92.8521,0,6.7579,0.8542
1952-04-22,All Cartoons,1952,228,90.6532,0,13.123,1.393
1952-04-23,All Cartoons,1952,149,98.0067,0,8.0782,1.5339
1952-04-24,All Cartoons,1952,252,83.2149,0,12.7123,0.9906
1952-04-24b,All Cartoons,1952,232,90.9167,0,8.0884,1.6016
1952-04-25,All Cartoons,1952,254,75.6942,0,15.2081,1.4053
1952-04-26,Southerners,1952,254,81.8111,0,4.9398,0.7245
1952-04-26,All Cartoons,1952,254,81.8111,0,4.9398,0.7245
1952-04-27,All Cartoons,1952,253,78.0446,0,15.1924,1.3991
1952-04-28,All Cartoons,1952,251,86.9893,0,8.2663,1.3885
1952-04-28b,All Cartoons,1952,250,81.7795,0,12.2491,0.6638
1952-04-29,All Cartoons,1952,248,85.7507,0,7.4828,0.8818
1952-04-30,All Cartoons,1952,254,76.3949,0,13.0994,1.263
1952-05-01,All Cartoons,1952,254,79.8065,0,7.5599,1.7403
1952-05-02,All Cartoons,1952,251,84.3075,0,11.3943,0.6784
1952-05-04,All Cartoons,1952,250,89.2283,0,7.3545,1.7269
1952-05-05,All Cartoons,1952,247,85.0318,0,12.9427,0.9963
1952-05-06,All Cartoons,1952,249,88.4122,0,7.4955,1.1979
1952-05-07,All Cartoons,1952,255,62.5617,0,12.3982,1.0906
1952-05-08,All Cartoons,1952,253,75.5205,0,8.3913,0.9524
1952-05-09,All Cartoons,1952,244,84.0964,0,13.3041,1.0356
1952-05-11,All Cartoons,1952,254,85.0869,0,7.2827,1.6701
1952-05-12,All Cartoons,1952,255,70.243,0,12.7893,0.9908
1952-05-13,All Cartoons,1952,250,88.4869,0,7.0972,1.7242
1952-05-14,All Cartoons,1952,247,85.5315,0,13.2836,1.1189
1952-05-15,Southerners,1952,254,83.815,0,6.6228,1.6601
1952-05-15,All Cartoons,1952,254,83.815,0,6.6228,1.6601
1952-05-16,All Cartoons,1952,255,79.565,0,12.3798,0.9407
1952-05-18,All Cartoons,1952,249,89.9567,0,7.8151,1.2751
1952-05-19,All Cartoons,1952,252,88.8731,0,12.3409,0.7197
1952-05-20,All Cartoons,1952,253,84.93,0,7.692,1.1216
1952-05-21,All Cartoons,1952,252,79.6426,0,12.0436,0.5956
1952-05-22,All Cartoons,1952,248,85.5979,0,7.0376,1.7703
1952-05-23,Southerners,1952,253,80.1961,0,12.7973,1.3511
1952-05-23,All Cartoons,1952,253,80.1961,0,12.7973,1.3511
1952-05-23b,All Cartoons,1952,252,84.7191,0,7.2949,1.3087
1952-05-25,All Cartoons,1952,254,83.6132,0,13.1793,1.3953
1952-05-26,All Cartoons,1952,253,79.9603,0,7.1466,1.7122
1952-05-27,All Cartoons,1952,254,87.3188,0,12.188,0.6094
1952-05-28,All Cartoons,1952,253,79.7584,0,7.0303,0.8463
1952-05-29,All Cartoons,1952,254,90.1686,0,12.8466,1.1841
1952-05-30,All Cartoons,1952,224,91.8564,0,7.4344,0.8433
1952-06-01,All Cartoons,1952,253,84.9856,0,14.2193,1.2001
1952-06-03,All Cartoons,1952,246,89.1939,0,7.4902,1.1502
1952-06-04,All Cartoons,1952,255,78.7983,0,13.5945,1.3887
1952-06-05,All Cartoons,1952,253,90.6443,0,6.5629,1.5218
1952-06-06,All Cartoons,1952,253,88.3901,0,12.4121,1.3093
1952-06-08,All Cartoons,1952,245,84.5078,0,8.4508,0.958
1952-06-09,All Cartoons,1952,252,91.9206,0,12.2432,0.9423
1952-06-10,All Cartoons,1952,255,89.142,0,7.386,0.879
1952-06-11,All Cartoons,1952,221,93.6544,0,12.6281,1.4173
1952-06-12,All Cartoons,1952,254,75.4507,0,7.8663,1.4637
1952-06-13,All Cartoons,1952,253,83.1179,0,13.3385,1.0655
1952-06-15,All Cartoons,1952,209,96.0743,0,7.1321,1.4818
1952-06-16,All Cartoons,1952,239,92.3309,0,12.1016,0.5979
1952-06-17,All Cartoons,1952,245,89.7631,0,12.0535,1.2714
1952-06-18,All Cartoons,1952,251,85.2158,0,12.6006,0.9661
1952-06-19,All Cartoons,1952,251,88.9561,0,8.5797,1.3645
1952-06-20,All Cartoons,1952,253,87.1984,0,12.1894,0.9988
1952-06-22,All Cartoons,1952,230,101.0938,0,5.4327,1.2425
1952-06-23,All Cartoons,1952,251,86.7025,0,12.1969,0.6671
1952-06-24,All Cartoons,1952,254,80.1673,0,7.0048,1.2848
1952-06-25,All Cartoons,1952,254,84.166,0,14.1711,1.2684
1952-06-26,All Cartoons,1952,244,88.6042,0,5.4483,0.7911
1952-06-27,All Cartoons,1952,247,88.546,0,12.7961,1.3665
1952-06-27b,All Cartoons,1952,244,92.0331,0,9.9455,1.2407
1952-06-29,All Cartoons,1952,243,87.0965,0,12.837,1.0048
1952-06-30,All Cartoons,1952,252,86.5725,0,7.9338,1.4517
1952-07-01,All Cartoons,1952,250,90.0824,0,12.6126,0.9419
1952-07-02,All Cartoons,1952,254,83.1987,0,7.0959,1.4125
1952-07-03,All Cartoons,1952,254,84.8989,0,12.0446,0.7221
1952-07-06,All Cartoons,1952,251,88.2758,0,7.8697,0.9104
1952-07-07,All Cartoons,1952,189,101.6649,0,14.3927,0.9953
1952-07-08,All Cartoons,1952,141,104.0746,0,8.3148,1.1463
1952-07-09,All Cartoons,1952,247,96.997,0,12.9729,1.3885
1952-07-10,All Cartoons,1952,252,85.7202,0,8.1315,1.0531
1952-07-11,All Cartoons,1952,250,88.843,0,12.5565,0.753
1952-07-12,All Cartoons,1952,254,86.223,0,7.4321,1.7974
1952-07-13,All Cartoons,1952,253,82.2672,0,12.4563,1.4168
1952-07-14,All Cartoons,1952,250,89.4641,0,7.3995,1.7675
1952-07-15,All Cartoons,1952,255,75.779,0,15.3161,1.0603
1952-07-16,All Cartoons,1952,254,77.2826,0,8.3096,1.2738
1952-07-17,All Cartoons,1952,255,84.6386,0,12.1111,1.0805
1952-07-18,All Cartoons,1952,255,84.6138,0,7.9969,1.509
1952-07-20,Southerners,1952,252,93.3183,0,12.4525,1.3984
1952-07-20,All Cartoons,1952,252,93.3183,0,12.4525,1.3984
1952-07-21,All Cartoons,1952,255,78.3175,0,6.1868,1.4665
1952-07-22,All Cartoons,1952,255,95.7617,0,12.1752,0.6517
1952-07-23,All Cartoons,1952,253,91.0944,0,7.2925,0.9519
1952-07-24,Southerners,1952,254,70.4496,0,12.346,1.1001
1952-07-24,All Cartoons,1952,254,70.4496,0,12.346,1.1001
1952-07-25,All Cartoons,1952,255,63.7819,0,7.3489,0.8825
1952-07-26,All Cartoons,1952,247,87.1494,0,14.9771,1.0636
1952-07-27,All Cartoons,1952,233,84.4439,0,7.7139,1.4565
1952-07-28,All Cartoons,1952,245,86.4015,0,13.0903,1.3738
1952-07-29,All Cartoons,1952,253,84.4693,0,6.3085,0.7802
1952-07-30,All Cartoons,1952,255,64.4187,0,12.3963,1.3459
1952-07-31,All Cartoons,1952,250,77.168,0,7.9038,1.5075
1952-08-01,All Cartoons,1952,255,76.7717,0,11.9832,0.6507
1952-08-03,All Cartoons,1952,255,79.0554,0,5.5924,1.1645
1952-08-04,All Cartoons,1952,253,81.7033,0,11.9071,1.1064
1952-08-05,All Cartoons,1952,250,87.2203,0,7.5676,0.8971
1952-08-06,All Cartoons,1952,254,91.638,0,12.7273,1.0842
1952-08-07,All Cartoons,1952,254,76.9702,0,11.2028,1.0267
1952-08-08,All Cartoons,1952,254,81.2355,0,12.353,1.046
1952-08-10,All Cartoons,1952,253,86.9467,0,8.2988,1.0439
1952-08-11,All Cartoons,1952,250,83.7093,0,13.2684,1.3549
1952-08-12,All Cartoons,1952,254,82.7335,0,6.9251,1.8081
1952-08-13,All Cartoons,1952,234,86.7624,0,12.3674,0.9738
1952-08-14,All Cartoons,1952,249,93.7324,0,6.659,1.6829
1952-08-15,All Cartoons,1952,248,87.606,0,13.6661,1.4003
1952-08-17,All Cartoons,1952,252,85.4866,0,6.8333,1.7304
1952-08-18,All Cartoons,1952,254,88.3989,0,14.028,0.7614
1952-08-19,All Cartoons,1952,253,86.4548,0,7.024,1.6642
1952-08-21,All Cartoons,1952,252,70.1311,0,12.411,0.6736
1952-08-22,All Cartoons,1952,255,83.365,0,7.3192,0.9624
1952-08-24,All Cartoons,1952,237,95.1395,0,12.6231,1.1276
1952-08-25,All Cartoons,1952,254,74.4031,0,7.031,1.4963
1952-08-26,All Cartoons,1952,252,87.4016,0,12.7766,1.3878
1952-08-27,All Cartoons,1952,255,74.3969,0,6.7541,1.7434
1952-08-28,All Cartoons,1952,254,97.4086,0,13.2629,0.8764
1952-08-29,All Cartoons,1952,248,91.9392,0,8.22,1.1856
1952-08-31,All Cartoons,1952,247,95.6445,0,12.2,0.6103
1952-09-01,All Cartoons,1952,243,80.4455,0,7.1652,1.652
1952-09-02,All Cartoons,1952,253,87.0366,0,12.6144,1.1063
1952-09-03,All Cartoons,1952,143,100.7112,0,7.2027,1.3947
1952-09-04,All Cartoons,1952,250,87.5537,0,13.2533,1.4376
1952-09-05,All Cartoons,1952,250,88.8583,0,6.9995,0.9699
1952-09-07,All Cartoons,1952,252,90.1837,0,11.9004,0.7312
1952-09-08,All Cartoons,1952,253,83.6569,0,7.0581,1.2576
1952-09-09,All Cartoons,1952,249,90.5386,0,12.2944,0.6493
1952-09-10,All Cartoons,1952,253,81.5672,0,7.5419,1.0812
1952-09-11,All Cartoons,1952,255,82.917,0,12.1032,1.0918
1952-09-12,All Cartoons,1952,249,85.12,0,8.3171,1.668
1952-09-14,All Cartoons,1952,254,80.6034,0,12.3402,1.0477
1952-09-15,All Cartoons,1952,254,87.6993,0,8.536,1.047
1952-09-16,All Cartoons,1952,250,90.9125,0,12.3062,1.3088
1952-09-17,All Cartoons,1952,254,84.0981,0,10.9349,1.336
1952-09-18,All Cartoons,1952,253,79.8136,0,12.551,0.6596
1952-09-19,All Cartoons,1952,251,88.1027,0,8.6216,1.4463
1952-09-20,All Cartoons,1952,254,84.4524,0,14.3927,1.3317
1952-09-22,All Cartoons,1952,237,84.9709,0,7.7749,0.9022
1952-09-23,All Cartoons,1952,254,85.3307,0,12.6975,1.0801
1952-09-24,All Cartoons,1952,212,91.7057,0,7.8538,0.9318
1952-09-25,All Cartoons,1952,254,86.2175,0,12.9213,0.8964
1952-09-26,All Cartoons,1952,254,82.1156,0,9.3878,1.3634
1952-09-28,All Cartoons,1952,253,81.8278,0,15.4656,1.5021
1952-09-29,All Cartoons,1952,239,89.0933,0,7.8809,1.3803
1952-09-30,All Cartoons,1952,255,78.5763,0,12.6698,0.9771
1952-10-01,All Cartoons,1952,255,76.5032,0,6.9637,1.4645
1952-10-02,All Cartoons,1952,255,72.5573,0,12.4552,0.6473
1952-10-03,All Cartoons,1952,250,87.8364,0,7.6826,1.4887
1952-10-05,All Cartoons,1952,254,83.8948,0,12.09,1.1907
1952-10-06,All Cartoons,1952,252,85.6997,0,7.7347,0.7545
1952-10-07,All Cartoons,1952,252,83.361,0,12.8368,1.0202
1952-10-08,All Cartoons,1952,254,69.6219,0,7.9334,1.0172
1952-10-09,All Cartoons,1952,255,62.6851,0,12.1607,0.6081
1952-10-10,All Cartoons,1952,249,88.689,0,6.5975,0.8739
1952-10-12,All Cartoons,1952,255,73.7472,0,12.5261,1.1804
1952-10-13,All Cartoons,1952,250,93.5131,0,11.4502,1.5186
1952-10-14,All Cartoons,1952,247,92.1027,0,11.9807,0.7141
1952-10-15,All Cartoons,1952,254,81.3525,0,7.4976,0.9388
1952-10-16,All Cartoons,1952,253,83.2252,0,11.9717,0.6472
1952-10-17,All Cartoons,1952,251,82.0938,0,6.7378,1.3763
1952-10-19,All Cartoons,1952,223,91.1466,0,12.2098,0.5985
1952-10-20,All Cartoons,1952,248,87.4501,0,8.1124,0.8925
1952-10-21,All Cartoons,1952,251,86.0989,0,11.6006,1.2163
1952-10-22,All Cartoons,1952,253,85.2959,0,7.6119,1.074
1952-10-23,All Cartoons,1952,249,91.5467,0,11.961,0.7138
1952-10-24,All Cartoons,1952,252,92.4931,0,7.6531,1.3785
1952-10-25,All Cartoons,1952,254,79.2066,0,13.3299,1.4382
1952-10-27,All Cartoons,1952,251,91.2841,0,8.8677,1.6644
1952-10-28,All Cartoons,1952,254,86.3526,0,12.4495,1.4288
1952-10-29,All Cartoons,1952,247,81.0219,0,7.5879,1.4653
1952-10-29b,All Cartoons,1952,250,95.1745,0,12.801,1.3524
1952-10-30,All Cartoons,1952,247,89.2047,0,7.2287,1.4298
1952-10-31,All Cartoons,1952,245,87.9075,0,13.0604,1.3206
1952-11-01,All Cartoons,1952,255,74.8051,0,7.18,1.465
1952-11-02,All Cartoons,1952,241,93.0541,0,12.8281,0.955
1952-11-03,All Cartoons,1952,254,77.3011,0,6.7476,1.2145
1952-11-04,All Cartoons,1952,250,90.3062,0,15.3959,1.4062
1952-11-05,All Cartoons,1952,254,83.2355,0,9.8351,1.2666
1952-11-06,All Cartoons,1952,251,93.661,0,12.5299,1.432
1952-11-07,All Cartoons,1952,250,94.0361,0,7.4057,1.4542
1952-11-09,All Cartoons,1952,196,92.9727,0,13.5032,1.3226
1952-11-10,All Cartoons,1952,254,75.6008,0,5.2538,1.1959
1952-11-11,All Cartoons,1952,253,80.9677,0,12.2381,1.1005
1952-11-12,All Cartoons,1952,254,86.8667,0,7.5869,1.032
1952-11-13,All Cartoons,1952,252,89.0308,0,12.6562,1.3249
1952-11-14,All Cartoons,1952,254,79.7815,0,9.793,1.2824
1952-11-16,All Cartoons,1952,254,79.5015,0,14.6325,1.3331
1952-11-17,All Cartoons,1952,252,87.0901,0,7.8139,1.3316
1952-11-18,All Cartoons,1952,252,82.782,0,11.9067,0.6521
1952-11-19,All Cartoons,1952,251,86.2546,0,7.2187,1.3422
1952-11-20,Southerners,1952,252,80.874,0,11.9927,0.628
1952-11-20,All Cartoons,1952,252,80.874,0,11.9927,0.628
1952-11-21,All Cartoons,1952,248,91.8336,0,6.4706,0.8476
1952-11-22,All Cartoons,1952,250,82.8702,0,14.295,0.9896
1952-11-23,All Cartoons,1952,255,83.1611,0,6.2281,1.4134
1952-11-24,All Cartoons,1952,238,89.2436,0,12.5839,1.3084
1952-11-25,All Cartoons,1952,252,79.618,0,6.9369,1.47
1952-11-26,All Cartoons,1952,253,85.8357,0,12.6407,1.0007
1952-11-28,All Cartoons,1952,249,84.9612,0,8.4585,1.1007
1952-11-30,All Cartoons,1952,241,87.8149,0,12.9422,1.0283
1952-12-01,All Cartoons,1952,253,79.5723,0,9.5027,1.7912
1952-12-02,All Cartoons,1952,255,78.1244,0,12.9771,0.8122
1952-12-03,All Cartoons,1952,253,76.3318,0,5.8648,1.238
1952-12-04,All Cartoons,1952,245,91.1288,0,12.428,1.3459
1952-12-05,All Cartoons,1952,253,78.6363,0,6.8451,1.7363
1952-12-06,All Cartoons,1952,254,72.8718,0,12.4476,1.3269
1952-12-07,All Cartoons,1952,253,76.997,0,6.6956,1.7142
1952-12-09,All Cartoons,1952,255,70.681,0,12.188,0.6343
1952-12-10,All Cartoons,1952,226,100.0354,0,11.2893,1.1052
1952-12-11,All Cartoons,1952,245,96.7703,0,12.2203,0.6539
1952-12-12,All Cartoons,1952,147,98.6377,0,8.1987,0.9932
1952-12-13,All Cartoons,1952,249,97.1619,0,12.508,0.8506
1952-12-15,All Cartoons,1952,243,92.1552,0,8.8379,1.544
1952-12-16,All Cartoons,1952,249,88.5237,0,12.7351,0.9563
1952-12-17,All Cartoons,1952,252,80.5292,0,8.1482,1.4209
1952-12-18,All Cartoons,1952,254,78.8639,0,12.1445,1.1879
1952-12-19,All Cartoons,1952,255,77.0542,0,6.2834,1.7373
1952-12-21,All Cartoons,1952,180,90.1524,0,13.6219,1.3194
1952-12-22,All Cartoons,1952,252,83.5025,0,7.8765,0.9856
1952-12-23,All Cartoons,1952,254,96.9687,0,12.5586,1.0951
1952-12-24,All Cartoons,1952,254,73.0972,0,7.0827,1.7426
1952-12-25,All Cartoons,1952,181,94.5685,0,13.4399,1.3156
1952-12-26,All Cartoons,1952,250,89.7248,0,8.2881,0.993
1952-12-28,All Cartoons,1952,217,96.4541,0,12.5593,0.658
1952-12-29,Southerners,1952,227,93.7036,0,7.9891,1.2723
1952-12-29,All Cartoons,1952,227,93.7036,0,7.9891,1.2723
1952-12-30,All Cartoons,1952,249,88.1674,0,12.6974,1.4337
