Date,Subject,Year,brightness_median,brightness_stdev,hue_median,hue_stdev,saturation_stdev
1946-01-03,All Cartoons,1946,254,84.6561,0,9.4576,1.0227
1946-01-04,All Cartoons,1946,254,89.6484,0,10.6924,0.651
1946-01-05,All Cartoons,1946,242,91.5302,0,9.6222,0.5684
1946-01-06,All Cartoons,1946,173,95.0968,0,11.1534,1.1017
1946-01-07,All Cartoons,1946,246,82.815,0,14.2865,1.0981
1946-01-08,All Cartoons,1946,253,88.2804,0,9.9849,0.7287
1946-01-09,All Cartoons,1946,245,90.2063,0,10.7335,1.2693
1946-01-10,All Cartoons,1946,254,81.0337,0,13.1363,1.0925
1946-01-11,All Cartoons,1946,239,84.742,0,13.7713,1.1985
1946-01-12,All Cartoons,1946,252,83.6732,0,13.0089,0.7611
1946-01-13,All Cartoons,1946,236,85.1084,0,13.7281,1.0222
1946-01-14,All Cartoons,1946,250,89.7934,0,13.0225,1.11
1946-01-15,All Cartoons,1946,248,92.8723,0,13.9126,1.461
1946-01-16,All Cartoons,1946,248,89.4384,0,12.5843,1.5454
1946-01-17,All Cartoons,1946,235,72.8461,0,14.9557,1.3329
1946-01-18,All Cartoons,1946,248,81.0871,0,12.3562,0.8516
1946-01-19,All Cartoons,1946,249,91.3102,0,9.4797,0.5826
1946-01-20,All Cartoons,1946,249,90.5907,0,10.8672,0.9915
1946-01-21,All Cartoons,1946,253,76.4276,0,11.1004,1.1062
1946-01-22,All Cartoons,1946,255,80.5416,0,9.9079,1.3249
1946-01-23,All Cartoons,1946,254,84.0155,0,9.6623,1.0503
1946-01-24,All Cartoons,1946,202,88.9841,0,11.1908,1.0795
1946-01-25,All Cartoons,1946,230,95.2848,0,8.8631,0.6117
1946-01-26,All Cartoons,1946,190,95.2948,0,11.0785,1.2863
1946-01-27,All Cartoons,1946,231,94.7111,0,13.6131,0.6151
1946-01-28,All Cartoons,1946,251,86.6745,0,11.3136,0.6489
1946-01-29,Southerners,1946,244,86.6328,0,10.225,0.6933
1946-01-29,All Cartoons,1946,244,86.6328,0,10.225,0.6933
1946-01-30,All Cartoons,1946,252,83.3933,0,6.5902,0.785
1946-01-31,All Cartoons,1946,251,88.0427,0,13.6597,1.4419
1946-02-01,All Cartoons,1946,254,79.6298,0,11.7027,1.3252
1946-02-02,All Cartoons,1946,254,93.9694,0,12.8726,1.0807
1946-02-03,All Cartoons,1946,247,89.0707,0,10.0058,0.6667
1946-02-04,All Cartoons,1946,254,81.046,0,15.4326,1.3364
1946-02-05,All Cartoons,1946,255,81.4098,0,8.1211,0.7506
1946-02-06,All Cartoons,1946,244,88.0381,0,14.8285,1.4016
1946-02-07,All Cartoons,1946,252,89.9222,0,10.9931,1.0771
1946-02-08,All Cartoons,1946,251,91.654,0,12.2127,0.6296
1946-02-09,All Cartoons,1946,209,80.7544,0,6.7449,0.8704
1946-02-10a,All Cartoons,1946,254,77.4364,0,16.4961,1.1394
1946-02-10b,All Cartoons,1946,254,80.7987,0,11.1603,1.1376
1946-02-11,All Cartoons,1946,254,81.8906,0,14.6751,1.3235
1946-02-12,All Cartoons,1946,255,82.6594,0,10.2084,0.7033
1946-02-13,All Cartoons,1946,251,83.449,0,14.8584,0.7704
1946-02-14,All Cartoons,1946,254,76.2862,0,10.3355,1.1409
1946-02-15,All Cartoons,1946,233,89.6214,0,14.3941,1.5243
1946-02-16,All Cartoons,1946,253,82.1269,0,12.7687,0.691
1946-02-17,All Cartoons,1946,253,82.4608,0,13.708,1.1727
1946-02-18,All Cartoons,1946,249,104.4687,0,8.7423,0.8444
1946-02-19,All Cartoons,1946,237,86.6179,0,16.2685,1.1497
1946-02-20,All Cartoons,1946,242,94.2556,0,10.8078,1.0693
1946-02-21,All Cartoons,1946,251,82.8861,0,14.482,0.7415
1946-02-22,All Cartoons,1946,226,93.746,0,11.6504,1.3303
1946-02-23,All Cartoons,1946,253,82.0418,0,14.0552,1.4482
1946-02-24,All Cartoons,1946,218,93.3668,0,12.7281,1.3772
1946-02-25,All Cartoons,1946,252,83.0713,0,13.7677,1.4183
1946-02-26,All Cartoons,1946,254,79.5102,0,12.8925,0.7194
1946-02-27,All Cartoons,1946,252,92.5815,0,14.1827,0.9605
1946-02-28a,All Cartoons,1946,246,86.4267,0,8.0081,0.7783
1946-02-28b,All Cartoons,1946,248,89.1206,0,13.957,1.4358
1946-03-01,All Cartoons,1946,255,78.9733,0,7.8139,0.7593
1946-03-02,All Cartoons,1946,42,108.9482,0,14.2854,1.0267
1946-03-03,All Cartoons,1946,248,91.7598,0,10.5004,0.6088
1946-03-04,All Cartoons,1946,246,87.6329,0,14.1066,1.0919
1946-03-05,All Cartoons,1946,254,78.1942,0,10.7375,1.1146
1946-03-06,All Cartoons,1946,255,81.2496,0,16.0453,1.1304
1946-03-07,All Cartoons,1946,254,90.8053,0,8.1172,0.76
1946-03-08,All Cartoons,1946,226,99.4068,0,13.9332,0.789
1946-03-09,All Cartoons,1946,249,89.7375,0,10.3735,1.1446
1946-03-10,All Cartoons,1946,148,93.9502,0,14.7805,1.4467
1946-03-11,All Cartoons,1946,251,88.0042,0,8.8763,1.0648
1946-03-12,All Cartoons,1946,249,89.5514,0,13.3244,1.1286
1946-03-13,All Cartoons,1946,250,88.2809,0,8.8513,1.2004
1946-03-14,All Cartoons,1946,190,93.1814,0,13.5634,1.074
1946-03-15,All Cartoons,1946,235,90.6587,0,11.074,1.0747
1946-03-16,All Cartoons,1946,124,102.6217,0,13.9214,1.2745
1946-03-17,All Cartoons,1946,240,89.909,0,10.0717,1.0626
1946-03-18,All Cartoons,1946,252,90.9206,0,15.2151,1.0519
1946-03-19,All Cartoons,1946,254,71.9052,0,12.1554,1.0459
1946-03-20,All Cartoons,1946,251,92.8605,0,13.3941,1.0239
1946-03-21,All Cartoons,1946,196,88.1422,0,12.9095,1.3898
1946-03-22,All Cartoons,1946,182,100.2742,0,14.3943,1.0919
1946-03-23,All Cartoons,1946,249,92.1684,0,10.5671,1.2952
1946-03-24,All Cartoons,1946,255,75.4445,0,14.205,1.2615
1946-03-25,All Cartoons,1946,178,88.8552,0,11.1896,1.1528
1946-03-26,All Cartoons,1946,246,84.9296,0,13.6737,1.1134
1946-03-27,All Cartoons,1946,254,83.0317,0,7.9142,0.7479
1946-03-28,All Cartoons,1946,244,86.3401,0,15.3516,0.8736
1946-03-29,All Cartoons,1946,254,89.9286,0,12.3664,1.1204
1946-03-30,All Cartoons,1946,243,85.1594,0,12.5797,1.1454
1946-03-31a,All Cartoons,1946,246,90.8448,0,14.4126,0.912
1946-04-01,All Cartoons,1946,251,88.5538,0,11.6607,1.3346
1946-04-02,All Cartoons,1946,128,103.4664,0,15.9858,1.2662
1946-04-03,All Cartoons,1946,181,92.6674,0,8.9679,0.8255
1946-04-04,All Cartoons,1946,252,88.7626,0,14.1554,1.304
1946-04-05,All Cartoons,1946,209,92.3653,0,7.8731,0.8138
1946-04-06,All Cartoons,1946,252,85.3492,0,13.8776,0.9982
1946-04-07,All Cartoons,1946,251,82.9238,0,9.6118,0.7446
1946-04-08,All Cartoons,1946,148,88.5378,0,15.0706,1.2199
1946-04-09,All Cartoons,1946,178,92.6666,0,9.6868,1.2228
1946-04-10,All Cartoons,1946,246,92.9994,0,15.6862,1.0443
1946-04-11,All Cartoons,1946,225,85.5172,0,13.0232,1.1699
1946-04-12,All Cartoons,1946,237,89.151,0,15.3406,0.9673
1946-04-13,All Cartoons,1946,173,77.5875,0,10.1594,0.7845
1946-04-14,All Cartoons,1946,254,80.6475,0,12.0915,0.4717
1946-04-15,All Cartoons,1946,253,79.1293,0,11.3074,1.3748
1946-04-16,All Cartoons,1946,251,78.6741,0,13.486,1.4783
1946-04-17,All Cartoons,1946,251,73.9462,0,11.2902,1.3209
1946-04-18,All Cartoons,1946,255,61.9834,0,13.3613,0.6661
1946-04-19,Southerners,1946,124,78.1912,0,10.6875,1.3625
1946-04-19,All Cartoons,1946,124,78.1912,0,10.6875,1.3625
1946-04-20,Southerners,1946,252,74.9871,0,15.2475,1.2846
1946-04-20,All Cartoons,1946,252,74.9871,0,15.2475,1.2846
1946-04-21,All Cartoons,1946,250,85.445,0,9.4876,0.7623
1946-04-22,All Cartoons,1946,250,80.3317,0,12.0951,0.6178
1946-04-23,All Cartoons,1946,239,92.1115,0,11.6754,1.38
1946-04-24,All Cartoons,1946,250,86.4525,0,13.8199,1.035
1946-04-25,All Cartoons,1946,251,89.9169,0,10.6293,1.3036
1946-04-26,All Cartoons,1946,249,87.4664,0,13.5831,0.9446
1946-04-27,All Cartoons,1946,255,77.202,0,6.5527,0.8194
1946-04-28,All Cartoons,1946,243,91.5339,0,13.3634,1.067
1946-04-29,All Cartoons,1946,205,91.9164,0,10.293,1.1565
1946-04-30,All Cartoons,1946,245,79.7682,0,13.5341,1.4279
1946-05-01,All Cartoons,1946,250,84.6591,0,10.07,1.0831
1946-05-02,All Cartoons,1946,254,80.2782,0,14.3532,0.9822
1946-05-03,All Cartoons,1946,253,73.3069,0,8.9668,1.0788
1946-05-04,All Cartoons,1946,253,83.2315,0,13.6407,1.0847
1946-05-05,All Cartoons,1946,253,84.3755,0,10.9774,1.1772
1946-05-06,All Cartoons,1946,250,101.7189,0,12.0326,0.7238
1946-05-07,All Cartoons,1946,207,68.8061,0,11.0457,0.6921
1946-05-08,All Cartoons,1946,247,86.7903,0,12.969,0.6357
1946-05-09,All Cartoons,1946,255,75.0538,0,7.208,0.8203
1946-05-10,All Cartoons,1946,251,88.1369,0,13.4914,1.1085
1946-05-11,All Cartoons,1946,254,89.2078,0,12.5153,1.1773
1946-05-12,All Cartoons,1946,249,76.4981,0,14.1933,1.2136
1946-05-13,All Cartoons,1946,181,99.6139,0,11.5631,1.4013
1946-05-14,All Cartoons,1946,254,78.6095,0,15.7079,1.3984
1946-05-15,All Cartoons,1946,228,88.0884,0,11.8427,0.6209
1946-05-16,All Cartoons,1946,248,80.5987,0,13.9206,1.312
1946-05-17,All Cartoons,1946,252,87.5565,0,11.4515,1.3753
1946-05-18,All Cartoons,1946,254,80.5147,0,13.8034,0.6332
1946-05-19,All Cartoons,1946,251,89.6231,0,12.2732,1.1195
1946-05-20,All Cartoons,1946,247,86.6354,0,13.8317,1.0105
1946-05-21,All Cartoons,1946,254,75.0231,0,8.36,0.82
1946-05-22,All Cartoons,1946,251,78.6574,0,13.6161,0.7136
1946-05-23,All Cartoons,1946,254,89.7058,0,8.654,1.0641
1946-05-24,All Cartoons,1946,244,89.6923,0,14.7252,1.0228
1946-05-25,All Cartoons,1946,253,86.054,0,12.6294,1.179
1946-05-26,All Cartoons,1946,255,86.5269,0,10.175,0.3757
1946-05-27,All Cartoons,1946,206,89.5804,0,11.0188,1.0439
1946-05-28,All Cartoons,1946,196,97.0501,0,15.0335,1.1102
1946-05-30,All Cartoons,1946,254,75.3619,0,11.2573,0.6814
1946-05-31,All Cartoons,1946,252,91.4338,0,13.8409,1.0699
1946-06-01,All Cartoons,1946,249,88.457,0,7.7914,0.7445
1946-06-02,All Cartoons,1946,254,71.6755,0,14.9408,1.3236
1946-06-03,All Cartoons,1946,245,92.9256,0,10.7408,1.313
1946-06-04,All Cartoons,1946,179,90.4499,0,16.0483,1.159
1946-06-05,All Cartoons,1946,254,86.0388,0,10.5363,0.6227
1946-06-06,All Cartoons,1946,248,84.867,0,14.1627,0.8845
1946-06-07,All Cartoons,1946,231,88.503,0,14.6115,1.4247
1946-06-08,All Cartoons,1946,252,88.4897,0,13.7941,1.0184
1946-06-09,All Cartoons,1946,248,88.7207,0,8.9785,1.0663
1946-06-10,All Cartoons,1946,242,83.0345,0,13.968,0.6958
1946-06-11,All Cartoons,1946,250,77.7561,0,10.7506,0.7305
1946-06-12,All Cartoons,1946,233,89.0767,0,15.3725,0.9637
1946-06-13,All Cartoons,1946,254,81.509,0,10.867,1.004
1946-06-14,All Cartoons,1946,253,98.3429,0,14.4997,1.033
1946-06-15,All Cartoons,1946,177,88.7043,0,10.5384,1.0569
1946-06-16,All Cartoons,1946,247,91.063,0,15.5369,1.0741
1946-06-17,All Cartoons,1946,240,82.1261,0,11.4069,0.9921
1946-06-18,All Cartoons,1946,243,88.5685,0,14.4532,0.7371
1946-06-19,All Cartoons,1946,251,86.9658,0,12.0744,1.1301
1946-06-20,All Cartoons,1946,252,78.574,0,14.1595,1.111
1946-06-21,All Cartoons,1946,239,94.4576,0,9.3463,1.086
1946-06-22,All Cartoons,1946,250,87.4786,0,14.1477,1.2394
1946-06-23,All Cartoons,1946,253,85.3757,0,10.2911,1.113
1946-06-24,All Cartoons,1946,254,81.2968,0,13.4047,1.1599
1946-06-25,All Cartoons,1946,252,86.8815,0,12.7016,1.0552
1946-06-26,All Cartoons,1946,245,82.8652,0,15.9973,1.1488
1946-06-27,All Cartoons,1946,154,93.8083,0,10.7924,1.3248
1946-06-28,All Cartoons,1946,254,77.4471,0,14.4635,0.5992
1946-06-29,Southerners,1946,250,90.6619,0,11.0988,1.0809
1946-06-29,All Cartoons,1946,250,90.6619,0,11.0988,1.0809
1946-06-30,All Cartoons,1946,244,84.4222,0,14.776,1.4903
1946-07-01,All Cartoons,1946,254,85.5748,0,10.4518,1.0393
1946-07-02,All Cartoons,1946,254,84.9888,0,13.9653,0.681
1946-07-03,All Cartoons,1946,254,77.824,0,10.846,0.649
1946-07-04,All Cartoons,1946,254,81.9041,0,14.7917,0.9359
1946-07-05,All Cartoons,1946,249,93.1871,0,9.252,0.6143
1946-07-06,All Cartoons,1946,224,99.739,0,14.9003,1.2152
1946-07-07,All Cartoons,1946,254,82.867,0,9.5691,1.0679
1946-07-08,All Cartoons,1946,101,97.1563,0,14.5054,1.0851
1946-07-09,All Cartoons,1946,251,95.0754,0,14.0342,1.3384
1946-07-10,All Cartoons,1946,252,74.2404,0,13.4868,0.5797
1946-07-11,All Cartoons,1946,225,89.9466,0,12.4633,1.3249
1946-07-12,All Cartoons,1946,254,73.9706,0,14.3876,1.2347
1946-07-13,All Cartoons,1946,233,89.34,0,10.9102,1.1602
1946-07-14,All Cartoons,1946,248,89.0039,0,13.9197,0.6284
1946-07-15,All Cartoons,1946,250,101.1271,0,11.1703,1.117
1946-07-16,All Cartoons,1946,223,94.0971,0,13.9197,1.1111
1946-07-17,All Cartoons,1946,220,77.5652,0,10.9483,1.1277
1946-07-18,All Cartoons,1946,135,87.9421,0,16.4942,1.2363
1946-07-19,All Cartoons,1946,253,83.8915,0,9.7242,1.1344
1946-07-20,All Cartoons,1946,135,100.1838,0,14.877,0.7512
1946-07-21,All Cartoons,1946,252,89.1768,0,10.5002,0.9895
1946-07-22,All Cartoons,1946,188,95.9321,0,14.5188,1.3339
1946-07-23,All Cartoons,1946,243,95.3728,0,10.3484,0.6501
1946-07-24,All Cartoons,1946,254,75.1894,0,13.6934,1.0465
1946-07-25,All Cartoons,1946,255,83.1451,0,8.5677,0.8463
1946-07-26,All Cartoons,1946,254,87.5537,0,14.0834,1.1321
1946-07-27,All Cartoons,1946,248,80.6447,0,9.9911,1.024
1946-07-28,All Cartoons,1946,248,99.7842,0,14.8525,0.8917
1946-07-29,Southerners,1946,124,94.6995,0,7.4334,0.839
1946-07-29,All Cartoons,1946,124,94.6995,0,7.4334,0.839
1946-07-30,All Cartoons,1946,148,103.5841,0,14.5354,1.1253
1946-07-31,All Cartoons,1946,233,97.7252,0,9.1963,1.0808
1946-08-01,All Cartoons,1946,248,79.7969,0,12.8894,0.8488
1946-08-02,All Cartoons,1946,250,88.5552,0,9.7922,0.8284
1946-08-03,All Cartoons,1946,241,88.0263,0,14.7774,1.4628
1946-08-04,All Cartoons,1946,212,85.58,0,10.3369,1.0972
1946-08-05,All Cartoons,1946,188,97.7055,0,12.1541,0.6333
1946-08-06,All Cartoons,1946,198,83.7303,0,10.5275,0.6711
1946-08-07,All Cartoons,1946,252,92.7415,0,13.5678,0.8482
1946-08-08,All Cartoons,1946,252,81.3717,0,10.6316,1.1437
1946-08-09,All Cartoons,1946,133,93.2601,0,15.0862,1.0543
1946-08-10,All Cartoons,1946,231,99.0109,0,12.7888,0.745
1946-08-11,All Cartoons,1946,242,82.3661,0,13.3469,0.6134
1946-08-12,All Cartoons,1946,254,85.7514,0,10.0277,0.6694
1946-08-13,All Cartoons,1946,251,80.6436,0,13.7454,0.8926
1946-08-14,All Cartoons,1946,211,98.6911,0,9.1997,1.0707
1946-08-15,All Cartoons,1946,255,66.4213,0,12.9843,0.9671
1946-08-16,All Cartoons,1946,254,82.6236,0,10.3418,1.3279
1946-08-17,All Cartoons,1946,233,85.8566,0,12.6727,0.6762
1946-08-18,All Cartoons,1946,199,94.947,0,10.997,1.1448
1946-08-19,All Cartoons,1946,241,83.0654,0,14.3812,1.1201
1946-08-20,All Cartoons,1946,255,78.9149,0,6.6478,0.7881
1946-08-21,All Cartoons,1946,99,82.2451,0,15.2565,1.1983
1946-08-22,All Cartoons,1946,217,87.103,0,10.9732,1.1358
1946-08-23,All Cartoons,1946,234,78.7876,0,14.4347,1.3239
1946-08-24,All Cartoons,1946,220,96.2388,0,12.5092,1.3639
1946-08-25,All Cartoons,1946,156,86.968,0,15.5814,1.5541
1946-08-26,All Cartoons,1946,148,92.6938,0,11.0728,1.1193
1946-08-27,All Cartoons,1946,254,89.8812,0,12.2189,0.8873
1946-08-28,All Cartoons,1946,207,89.6744,0,10.4148,1.1391
1946-08-29,All Cartoons,1946,243,75.0007,0,14.8966,1.3168
1946-08-30,All Cartoons,1946,232,95.0509,0,11.3063,0.7907
1946-08-31,All Cartoons,1946,250,85.9565,0,13.7939,0.8115
1946-09-01,All Cartoons,1946,253,93.7587,0,9.9623,1.1597
1946-09-02,All Cartoons,1946,215,99.2959,0,15.0381,1.3397
1946-09-03,All Cartoons,1946,128,100.6033,0,10.6271,1.256
1946-09-04,All Cartoons,1946,61,103.8566,0,14.0774,1.2382
1946-09-05,All Cartoons,1946,207,99.7879,0,12.4679,1.3365
1946-09-06,All Cartoons,1946,237,88.1863,0,14.1571,1.1943
1946-09-07,All Cartoons,1946,215,93.7801,0,12.5997,0.7498
1946-09-08,All Cartoons,1946,227,95.5441,0,15.8384,1.3067
1946-09-09,All Cartoons,1946,255,76.6869,0,9.4782,1.1552
1946-09-10,All Cartoons,1946,194,88.7608,0,14.3443,1.1962
1946-09-11,All Cartoons,1946,255,88.3612,0,8.3079,0.7918
1946-09-12,All Cartoons,1946,236,94.3959,0,13.8018,1.6193
1946-09-13,All Cartoons,1946,255,76.2793,0,9.9419,0.603
1946-09-14,All Cartoons,1946,231,94.0546,0,14.5585,0.934
1946-09-15,All Cartoons,1946,254,82.7276,0,10.0397,0.7004
1946-09-16,All Cartoons,1946,255,79.0693,0,13.7411,0.8549
1946-09-17,All Cartoons,1946,254,95.3031,0,9.2453,1.0915
1946-09-18,All Cartoons,1946,178,91.0417,0,14.9885,1.2814
1946-09-19,All Cartoons,1946,254,80.869,0,11.0354,0.6273
1946-09-20,All Cartoons,1946,248,99.7845,0,14.0957,1.043
1946-09-21,All Cartoons,1946,254,94.2161,0,9.1556,1.1219
1946-09-22,All Cartoons,1946,123,94.6166,0,14.3379,1.2123
1946-09-23,All Cartoons,1946,254,93.7304,0,7.4315,0.8166
1946-09-24,All Cartoons,1946,253,89.2304,0,14.28,1.0529
1946-09-25,All Cartoons,1946,202,90.7368,0,10.3138,1.1531
1946-09-26,All Cartoons,1946,255,81.8378,0,14.4789,1.3745
1946-09-27,All Cartoons,1946,253,89.7688,0,8.8656,0.8191
1946-09-28,All Cartoons,1946,252,82.0011,0,14.0812,1.4091
1946-09-29,All Cartoons,1946,36,93.3725,0,10.788,1.4218
1946-09-30,All Cartoons,1946,151,100.7448,0,14.235,0.8394
1946-10-01,All Cartoons,1946,255,83.5195,0,10.3561,1.0925
1946-10-02,All Cartoons,1946,250,85.5365,0,14.7353,0.7029
1946-10-03,All Cartoons,1946,254,78.0781,0,10.5204,0.9611
1946-10-04,All Cartoons,1946,246,94.3802,0,14.3742,1.3746
1946-10-05,All Cartoons,1946,253,81.6445,0,12.6754,1.3729
1946-10-06,All Cartoons,1946,251,82.3387,0,15.6256,1.0635
1946-10-07,All Cartoons,1946,255,86.064,0,9.323,0.4427
1946-10-08,All Cartoons,1946,228,96.1787,0,17.7545,1.2573
1946-10-09,All Cartoons,1946,254,87.2299,0,10.6544,1.1468
1946-10-10,All Cartoons,1946,251,91.2921,0,13.5805,1.094
1946-10-11,All Cartoons,1946,253,80.5131,0,10.8503,0.6317
1946-10-12,All Cartoons,1946,255,71.9311,0,10.7261,0.5518
1946-10-13,All Cartoons,1946,235,86.3218,0,10.4026,0.7152
1946-10-14,All Cartoons,1946,254,84.5243,0,13.8955,1.0064
1946-10-15,All Cartoons,1946,254,78.9054,0,10.8508,0.6875
1946-10-16,All Cartoons,1946,252,85.4842,0,13.107,0.5183
1946-10-17,All Cartoons,1946,251,93.0782,0,8.1515,0.8288
1946-10-18,All Cartoons,1946,247,98.5867,0,14.4069,0.9749
1946-10-19,All Cartoons,1946,254,78.8432,0,10.2967,0.6748
1946-10-20,All Cartoons,1946,255,74.4373,0,13.5178,0.629
1946-10-21,All Cartoons,1946,184,109.0143,0,11.0202,0.6197
1946-10-22,All Cartoons,1946,254,83.7236,0,9.0511,1.0323
1946-10-23,All Cartoons,1946,253,76.2169,0,10.8529,1.0796
1946-10-24,All Cartoons,1946,245,90.1585,0,14.7043,1.4578
1946-10-25,All Cartoons,1946,198,100.5573,0,10.5112,1.1178
1946-10-26,All Cartoons,1946,234,87.0505,0,15.2053,1.0669
1946-10-27,All Cartoons,1946,254,83.0109,0,11.2505,1.1324
1946-10-28,All Cartoons,1946,253,83.6306,0,12.0622,0.7262
1946-10-29,All Cartoons,1946,247,78.3003,0,10.0258,1.0699
1946-10-30,All Cartoons,1946,244,96.6815,0,16.0399,1.3705
1946-10-31,All Cartoons,1946,215,104.3854,0,9.7227,1.08
1946-11-01,All Cartoons,1946,253,92.5987,0,15.2355,1.06
1946-11-02,All Cartoons,1946,254,81.3258,0,10.7926,1.0846
1946-11-03,All Cartoons,1946,254,88.672,0,13.9068,0.9812
1946-11-04,All Cartoons,1946,253,81.2601,0,10.4925,1.1288
1946-11-05,All Cartoons,1946,242,87.4517,0,14.4276,1.1248
1946-11-06,All Cartoons,1946,255,76.7198,0,9.3766,0.8965
1946-11-07,All Cartoons,1946,211,88.8373,0,14.3876,1.0516
1946-11-08,All Cartoons,1946,176,89.8453,0,11.5511,1.0702
1946-11-09,All Cartoons,1946,192,106.4776,0,14.3609,1.4137
1946-11-10,All Cartoons,1946,232,89.715,0,10.9051,0.6636
1946-11-11,All Cartoons,1946,254,79.6898,0,13.6018,1.0535
1946-11-12,All Cartoons,1946,255,83.3977,0,10.1094,0.7342
1946-11-13,All Cartoons,1946,248,81.4931,0,13.8798,1.1291
1946-11-14,All Cartoons,1946,255,92.3527,0,7.5725,0.737
1946-11-15,All Cartoons,1946,255,90.3185,0,13.7986,1.0431
1946-11-16,All Cartoons,1946,244,95.2515,0,9.9411,0.6059
1946-11-17,All Cartoons,1946,254,88.8838,0,14.6,1.2643
1946-11-18,All Cartoons,1946,253,92.3851,0,10.8499,0.7253
1946-11-19,All Cartoons,1946,254,81.8718,0,11.9343,0.3813
1946-11-20,All Cartoons,1946,111,104.0164,0,10.5446,1.1074
1946-11-21,All Cartoons,1946,252,80.5262,0,9.3899,0.3808
1946-11-22,All Cartoons,1946,203,89.921,0,10.2695,1.1879
1946-11-23,All Cartoons,1946,187,86.3161,0,15.7926,1.1505
1946-11-24,All Cartoons,1946,254,84.671,0,10.0644,1.083
1946-11-25,All Cartoons,1946,251,90.8954,0,14.2508,1.0604
1946-11-26,All Cartoons,1946,206,104.8933,0,11.9204,1.3181
1946-11-27,All Cartoons,1946,251,76.2184,0,14.6408,0.6782
1946-11-28,All Cartoons,1946,159,83.3212,0,10.9334,0.6895
1946-11-29,All Cartoons,1946,236,80.7299,0,15.5297,1.2191
1946-11-30,All Cartoons,1946,176,94.4271,0,7.994,0.8128
1946-12-01a,All Cartoons,1946,244,96.5609,0,13.5657,0.8379
1946-12-01b,All Cartoons,1946,254,94.2579,0,10.7364,0.9094
1946-12-02,All Cartoons,1946,185,98.3642,0,15.6588,1.4915
1946-12-03,All Cartoons,1946,42,106.9361,0,12.1864,0.7479
1946-12-04,All Cartoons,1946,241,86.7291,0,15.0869,1.039
1946-12-05,All Cartoons,1946,207,75.5981,0,9.6202,1.0587
1946-12-06,All Cartoons,1946,249,86.1464,0,15.9439,1.1274
1946-12-07,All Cartoons,1946,162,100.9358,0,8.6634,1.2182
1946-12-08,All Cartoons,1946,176,90.1566,0,14.3456,0.782
1946-12-09,All Cartoons,1946,250,84.708,0,9.5608,1.1255
1946-12-11,All Cartoons,1946,255,73.5064,0,11.042,0.7678
1946-12-12,All Cartoons,1946,218,91.3921,0,7.2438,0.9303
1946-12-13,All Cartoons,1946,251,88.9902,0,17.1881,1.3916
1946-12-14,All Cartoons,1946,251,75.1579,0,11.0453,1.0404
1946-12-15,All Cartoons,1946,247,92.6293,0,14.5063,0.8266
1946-12-16,All Cartoons,1946,158,87.277,0,10.9557,1.3778
1946-12-17,All Cartoons,1946,251,80.1332,0,15.2581,1.3285
1946-12-18,All Cartoons,1946,249,83.0696,0,10.6038,0.9447
1946-12-19,All Cartoons,1946,247,76.0947,0,14.6573,1.0194
1946-12-20,All Cartoons,1946,247,86.996,0,11.4244,0.9344
1946-12-21,All Cartoons,1946,252,96.0182,0,13.8906,1.1781
1946-12-22,All Cartoons,1946,253,82.8583,0,10.5083,0.7235
1946-12-23,All Cartoons,1946,249,94.0019,0,14.7132,0.6694
1946-12-24,All Cartoons,1946,255,78.3852,0,10.1596,1.1188
1946-12-25,All Cartoons,1946,250,88.1352,0,14.3486,1.2639
1946-12-26,All Cartoons,1946,255,77.8858,0,9.7571,0.744
1946-12-27,All Cartoons,1946,253,93.2714,0,16.0881,1.1412
1946-12-28,All Cartoons,1946,250,90.0964,0,10.7543,1.3255
1946-12-29,All Cartoons,1946,255,72.8515,0,13.8308,1.0021
1946-12-30,All Cartoons,1946,203,93.5009,0,10.1172,1.0727
1946-12-31,All Cartoons,1946,254,94.1803,0,13.9438,1.0874
1947-01-01,All Cartoons,1947,252,80.9862,0,7.9732,0.8097
1947-01-02,All Cartoons,1947,253,75.5384,0,14.1882,1.3178
1947-01-03,All Cartoons,1947,216,93.7107,0,10.4516,0.7768
1947-01-04,All Cartoons,1947,250,81.2803,0,13.6424,1.2229
1947-01-05,All Cartoons,1947,252,83.3681,0,8.8384,0.742
1947-01-06,All Cartoons,1947,251,76.5377,0,13.9288,0.9525
1947-01-07,All Cartoons,1947,148,88.1466,0,10.3121,0.674
1947-01-08,All Cartoons,1947,248,86.833,0,14.2369,1.0336
1947-01-09,All Cartoons,1947,239,87.5401,0,9.5261,1.0865
1947-01-10,All Cartoons,1947,231,89.2316,0,14.7687,1.1469
1947-01-11,All Cartoons,1947,233,86.0111,0,10.1667,0.7696
1947-01-12,All Cartoons,1947,205,96.7093,0,16.2378,1.155
1947-01-13,All Cartoons,1947,241,84.4955,0,10.6455,1.1389
1947-01-14,All Cartoons,1947,254,93.9854,0,14.0736,0.8585
1947-01-15,All Cartoons,1947,245,91.2759,0,8.6628,0.82
1947-01-16,Southerners,1947,252,77.1407,0,13.2327,0.9754
1947-01-16,All Cartoons,1947,252,77.1407,0,13.2327,0.9754
1947-01-17,All Cartoons,1947,255,68.1184,0,13.1115,0.9639
1947-01-18,Southerners,1947,253,81.2188,0,14.3434,1.0876
1947-01-18,All Cartoons,1947,253,81.2188,0,14.3434,1.0876
1947-01-19,All Cartoons,1947,224,85.1351,0,11.905,1.1129
1947-01-20,All Cartoons,1947,241,91.4592,0,13.6638,1.4271
